"brand_name","generic_name","years_with_data","mean_beneficiaries","latest_beneficiaries","mean_dosage_unit","latest_dosage_unit"
"Sure Comfort","Pen Needle, Diabetic",12,18115.7,3783,6312153.8,1238096
"Lorazepam Intensol","Lorazepam",12,23054.4,28862,1005161.5,1233702.675
"Duopa","Carbidopa/Levodopa",7,42.7,50,962785.7,1226400
"Tranexamic Acid*","Tranexamic Acid",10,8017.6,19495,593172.1,1225574.847
"Dicloxacillin Sodium","Dicloxacillin Sodium",12,31606.6,16180,2129778.7,1223973
"Novolin N Flexpen","Insulin NPh Human Isophane",4,12690.8,16998,842370.9,1223819.5
"Cabergoline","Cabergoline",12,13729.8,19362,830815.7,1218959.236
"Magnesium Sulfate","Magnesium Sulfate",12,792.4,929,1614372.1,1217031.106
"Insulin Lispro Protamine Mix","Insulin Lispro Protamin/Lispro",4,10247.8,12095,985030.5,1209704
"Disulfiram","Disulfiram",12,8105.9,8729,883774.9,1206191
"Pifeltro","Doravirine",6,2679.5,4371,685459.7,1198958
"Humira(Cf) Pen","Adalimumab",6,41768,61474,744932.5,1182524.4
"KCl-D5W-0.9% NaCl","Potassium Chloride/D5-0.9%NaCl",5,49.6,29,984113.8,1178850
"Sprycel","Dasatinib",12,4326.2,5120,1033156.1,1174244.998
"Intralipid","Fat Emulsions",12,811,51,31266963.2,1172602.75
"Fluticasone Propionate HFA","Fluticasone Propionate",2,37894,55021,852548.1,1170975.8
"Hydrocortisone Butyrate","Hydrocortisone Butyrate",12,15648.5,6139,2021425,1167292
"Klor-Con M15","Potassium Chloride",9,2959,3702,765830.1,1165859
"Junel Fe","Norethindrone-E.Estradiol-Iron",12,5219.5,5064,1010451.4,1164238
"Vyzulta","Latanoprostene Bunod",7,32672.1,69308,520324,1163823.668
"Bydureon Bcise","Exenatide Microspheres",7,43583.3,45857,1028542.8,1163466.95
"Diphenhydramine HCl*","Diphenhydramine HCl",10,15711.3,18579,1225035.6,1162081.751
"Dupixent Pen","Dupilumab",4,19391.2,41263,501337.7,1144006.56
"Enbrel Sureclick","Etanercept",10,31701.1,34287,1029914.4,1133801.14
"Sure Comfort Alcohol","Alcohol Antiseptic Pads",12,5500.8,3392,1960054.7,1132452
"Opium Tincture","Opium Tincture",12,2797.7,2582,1267606,1128165.92
"Ibsrela","Tenapanor HCl",2,3165,5036,664970,1128107
"Loteprednol Etabonate","Loteprednol Etabonate",5,59299.2,91483,729887.8,1125604
"Insulin Aspart","Insulin Aspart",4,25965,25052,1106133.3,1123315.406
"Fluvastatin ER","Fluvastatin Sodium",9,4317.2,4086,976060,1122330
"Asa-Butalb-Caffeine-Codeine","Codeine/Butalbital/Asa/Caffein",5,1704.8,2507,838924.4,1119648
"Indomethacin ER","Indomethacin",10,11433.2,8107,1327491.6,1118175
"Zileuton ER","Zileuton",7,889.3,1290,574402.6,1116189
"Wellbutrin XL","Bupropion HCl",12,4217.8,3251,1313913.8,1112392
"Hysingla ER","Hydrocodone Bitartrate",9,9309.9,5184,1467927.5,1112013
"Vancomycin HCl","Vancomycin HCl In 5 % Dextrose",10,2441.2,414,8175319.8,1110950
"Kapspargo Sprinkle","Metoprolol Succinate",6,8115.2,12241,699463.2,1109712
"Celebrex","Celecoxib",12,223543.8,3642,45181104.9,1105824
"Aubagio","Teriflunomide",12,7569.7,6565,1843949.1,1103240
"Radicava Ors","Edaravone",2,2287,2994,709162.5,1083515
"Lovaza","Omega-3 Acid Ethyl Esters",9,95060.4,1381,79167010.8,1082932
"Prevident 5000 Plus","Fluoride (Sodium)",10,7718.8,8640,1014426.5,1069652.3
"Epinephrine","Epinephrine",12,169333.9,413026,406636.6,1066944.389
"Clonidine HCl ER","Clonidine HCl",11,1837.3,2806,584031.9,1066024
"Levonorgestrel-Eth Estradiol","Levonorgestrel/Ethin.Estradiol",9,3729.4,3969,869595.5,1065846
"Rocklatan","Netarsudil Mesylat/Latanoprost",5,43729,67255,638919.1,1064815.667
"Sprintec","Norgestimate-Ethinyl Estradiol",12,7152.1,4913,1346405.2,1064432
"Cozaar","Losartan Potassium",10,5740.6,3141,2466665.3,1062849
"Zonegran","Zonisamide",12,1073.8,745,1404960.3,1056940
"Xultophy 100-3.6","Insulin Degludec/Liraglutide",7,9813.1,12906,746711.6,1056149
"Naratriptan HCl","Naratriptan HCl",12,15817.3,22473,710154.1,1052700.8
"Zerviate","Cetirizine HCl",4,4940,6059,704647,1042192
"Concerta","Methylphenidate HCl",12,2202.7,6062,436340.5,1040067
"Norethindron-Ethinyl Estradiol","Norethindrone Ac-Eth Estradiol",10,4081.6,5172,735567.7,1039351
"Phoslyra","Calcium Acetate",12,1833.8,437,6699791.9,1031039
"Epitol","Carbamazepine",12,13014.2,3617,6622338.7,1022891
"Ibuprofen-Famotidine","Ibuprofen/FAmotidine",3,2938.7,3154,807686.3,1022267
"Teriflunomide","Teriflunomide",1,5394,5394,1018053,1018053
"Semglee (Yfgn) Pen","Insulin Glargine-Yfgn",3,9845,23219,389747,1017448
"Lyumjev Kwikpen U-100","Insulin Lispro-Aabc",4,6488.2,13588,459470.2,1016658
"Atropine Sulfate*","Atropine Sulfate",10,82925.3,109532,698601.9,1014245.085
"Travasol","Parenteral Amino Acid 10% No.6",12,272.9,28,14706114.3,1011928.55
"Amikacin Sulfate","Amikacin Sulfate",12,4449.8,2801,980445.9,1006706.014
"Cefazolin Sodium-Dextrose","Cefazolin Sodium/Dextrose,Iso",12,679.4,548,1258398.9,1003744
"Formoterol Fumarate","Formoterol Fumarate",3,2086,3044,645517.3,1002508
"Cytomel","Liothyronine Sodium",12,3541.8,2302,1382517.1,1001598
"Osphena","Ospemifene",10,2613.1,4511,472855.1,1001169
"Dilantin","Phenytoin",12,6038.2,1348,3561740.6,1001100.5
"Zoloft","Sertraline HCl",12,4628.1,2751,1506996.1,1000917.5
"Rayaldee","Calcifediol",8,4064.8,4889,827300.9,995398
"Easy Touch","Syringe And Needle,Insulin,1ml",12,4738.1,3471,1454365.8,990062
"Arformoterol Tartrate","Arformoterol Tartrate",3,2540.3,3531,670936,987990
"Vectical","Calcitriol",12,4435.2,5445,889547.9,986640
"Soliris","Eculizumab",12,229.2,462,451655.1,977760
"Butalbital-Acetaminophen","Butalbital/Acetaminophen",12,4028.4,4199,750675.8,977696
"Cyanocobalamin Injection","Cyanocobalamin (Vitamin B-12)",12,24200.2,94113,245134.8,976522.645
"Ceftazidime","Ceftazidime",12,5505.3,5212,1470145.2,974218.589
"Amlodipine-Valsartan-HCTZ","Amlodipine/Valsartan/HCThiazid",10,15542.8,5139,2521539.4,971368
"Ceftriaxone","Ceftriaxone In Is-Osm Dextrose",12,5335.7,3930,2026097.3,968934
"Nitrofurantoin","Nitrofurantoin",12,2161.8,1444,1189969.4,968759
"Quviviq","Daridorexant HCl",2,6850,10838,559017,968048
"Norgestimate-Ethinyl Estradiol","Norgestimate-Ethinyl Estradiol",12,3471.2,4493,593032.4,966639
"Nisoldipine","Nisoldipine",12,10055.2,2920,2930256.6,966599
"Onfi","Clobazam",11,4931.6,1181,3035024.5,959250
"Adderall","Dextroamphetamine/Amphetamine",10,1848.1,4019,636821.2,951508
"Seroquel","Quetiapine Fumarate",12,46223.5,1943,8100238.1,950248.5
"Retin-A","Tretinoin",10,10051,14269,603960,949545
"Novolin R Flexpen","Insulin Regular, Human",4,12134.5,18020,595101,948976
"Dexamethasone Sodium Phosphate*","Dexamethasone Sodium Phosphate",10,54278.1,57302,951969.5,947695.819
"Epclusa","Sofosbuvir/Velpatasvir",8,13015.8,13024,953205,945342
"Westab Plus","PNV,Calcium 72/Iron/Folic Acid",3,3720.7,5870,535244.7,942289
"Nitro-Bid","Nitroglycerin",12,13584.8,13834,1057466.9,940340.016
"Trokendi XR","Topiramate",11,4843,3454,1302993.4,934562
"Prozac","Fluoxetine HCl",12,3261,2226,1322915.6,930640
"Ondansetron HCl","Ondansetron HCl/PF",12,9049.2,9106,583293.4,922462.32
"Gengraf","Cyclosporine, Modified",12,1784.9,1201,1606801.8,918951
"Humulin R U-500","Insulin Regular, Human",12,12804.8,6155,1817561.3,918641
"Zoledronic Acid","Zoledronic Acid/Mannitol-Water",11,5823.7,9028,535887.4,913930
"Efavirenz-Emtric-Tenofov Disop","Efavirenz/Emtricit/Tenofovr Df",4,3053.2,3189,707343.2,908525
"Methylphenidate La","Methylphenidate HCl",12,3653.1,5847,475604.8,904495
"Pimozide","Pimozide",9,1951,1976,826049.9,904323
"Plavix","Clopidogrel Bisulfate",11,182108.8,3289,26060755.2,901557
"Copaxone","Glatiramer Acetate",12,19486.8,6385,2115487.2,900237
"Maraviroc","Maraviroc",2,1451.5,1674,653685.5,894398
"Protonix","Pantoprazole Sodium",12,17666.8,3654,2732563,891790
"Tobramycin Sulfate","Tobramycin Sulfate",12,6805.6,3968,2126307,885998.281
"Milrinone In 5% Dextrose","Milrinone Lactate/D5W",12,37,64,477643,883934
"Daybue","Trofinetide",1,94,94,874800,874800
"Clinimix E","Amino Ac 8 %/D14w/Electrolytes",3,19,NA,622975.7,873049.24
"Cresemba*","Isavuconazonium Sulfate",9,1866.9,3570,436265.4,869484
"Clozaril","Clozapine",9,993.1,616,1186611.9,867896.999
"Pertzye","Lipase/Protease/Amylase",12,266.5,320,445776.7,867414
"Glyburide Micronized","Glyburide,Micronized",12,11376.7,2017,4170508.6,866710.5
"Braftovi","Encorafenib",6,1062,1328,703739.2,856712
"Eucrisa","Crisaborole",7,7829,5637,1036419,856660
"M-Natal Plus","PNV,Calcium 72/Iron/Folic Acid",6,2973.5,5208,415384.5,847406
"Clindamycin-Benzoyl Peroxide","Clindamycin Phos/Benzoyl Perox",12,8238.1,8722,828443.5,846421.3
"Comfort Touch Pen Needle","Pen Needle, Diabetic",3,3462.7,1923,1507863,842839
"Relyvrio","Sod Phenylbutyrat/Taurursodiol",2,1993.5,3319,441504.5,841051
"Drospirenone-Ethinyl Estradiol","Ethinyl Estradiol/Drospirenone",11,2124.5,3693,442673.3,839726
"Calcitonin-Salmon*","Calcitonin,Salmon,Synthetic",7,66761.9,59810,1074010.9,834222.085
"Abacavir-Lamivudine","Abacavir Sulfate/Lamivudine",8,5912.9,2892,1059102,827085
"Zonisade","Zonisamide",2,177.5,307,436025,826635
"Evrysdi","Risdiplam",4,349.8,424,587580,818800
"Exelon","Rivastigmine",12,87493,4339,17383599,816805
"Meloxicam","Meloxicam, Submicronized",3,3426.3,5179,469626.6,815548.23
"Prograf*","Tacrolimus",10,2437.8,964,2181985.7,812339
"Securesafe Pen Needle","Pen Needle, Diabetic, Safety",3,2323,3138,466251.9,808113.67
"Diflunisal","Diflunisal",12,11883.8,3325,2304559.5,806205
"Difluprednate","Difluprednate",3,46071.7,69636,495217.7,803852.21
"Nourianz","Istradefylline",5,2657,3546,531374.6,802893
"Lopinavir-Ritonavir","Lopinavir/Ritonavir",7,387,749,390369.3,801378
"Cuvitru","Immun Glob G(IgG)/Gly/IgA Ov50",7,254.1,420,456511,801230
"Prolensa","Bromfenac Sodium",11,136314.2,144112,662102.7,799797.8
"Isentress Hd","Raltegravir Potassium",7,1708.3,1463,849048.6,797255
"Prevacid","Lansoprazole",12,14594.8,2224,3132123.2,791218
"Hyqvia","IgG/Hyaluronidase,Recombinant",10,167.5,203,632372.6,786330.25
"Fiasp","Insulin Aspart (Niacinamide)",6,2953.8,5559,390223.3,784673
"Hydromorphone ER","Hydromorphone HCl",10,4507.5,2906,780367.3,784553
"Symproic","Naldemedine Tosylate",5,4642,5113,673049.2,783415
"Vtama","Tapinarof",2,3790,6158,452272.5,782325
"Invega Sustenna","Paliperidone Palmitate",12,56359.3,70988,574364.7,777287.372
"Isradipine","Isradipine",12,3556.1,1644,1744208.5,776507
"Oxbryta","Voxelotor",5,1052.2,1521,472814.2,774207
"Cardizem La","Diltiazem HCl",10,6246.3,3718,1297543.7,771656
"Tresiba","Insulin Degludec",5,7819.6,10460,559541.9,768102.9
"Prevident 5000 Enamel Protect","Sodium Fluoride/Potassium Nit",12,3284.5,3429,642687.2,763487
"Sodium Fluoride Enamel Protect","Sodium Fluoride/Potassium Nit",3,3319.3,4361,533741.3,761283.2
"Singulair","Montelukast Sodium",10,21689.7,2783,2542811.5,760334
"Neomycin Sulfate","Neomycin Sulfate",12,51921.3,59818,1206576.2,750510.149
"Calcipotriene-Betamethasone","Calcipotriene/Betamethasone",5,4352.4,3933,881037.9,747060
"Nortrel","Norethindrone-Ethin. Estradiol",9,2896.2,2721,688558.5,732688
"Bosulif","Bosutinib",12,982.1,1732,415213.9,725477
"Fingolimod","Fingolimod HCl",2,2294.5,2875,410739,724170
"Oxycodone HCl ER","Oxycodone HCl",10,22036.1,5310,4305203.1,722943
"Levo-T","Levothyroxine Sodium",7,7674,4433,1047208.6,721963
"Eletriptan HBr","Eletriptan Hydrobromide",7,12129.4,14188,583204.2,721836.1
"Toviaz","Fesoterodine Fumarate",12,70551.5,7230,13740934.9,720255
"Pro Comfort Pen Needle","Pen Needle, Diabetic",7,3648.3,1941,1290468.6,719765
"Easy Touch","Syring-Needl,Disp,Insul,0.3 Ml",12,3516.2,2443,948953.5,719280
"Insulin Syringe U-500","Syringe,Insul U-500,Ndl,0.5ml",8,1899.1,1751,758282.2,716810
"Alosetron HCl","Alosetron HCl",9,2099.8,2223,596895.4,715449
"Protriptyline HCl","Protriptyline HCl",12,1954,1381,881714.7,711451.5
"Demeclocycline HCl","Demeclocycline HCl",12,4903.1,2089,1400313.1,710061
"Estarylla","Norgestimate-Ethinyl Estradiol",9,1910.3,3423,369396.4,709831
"Alprazolam XR","Alprazolam",12,4509.3,3734,945786,704100.497
"Advocate Syringes","Syringe And Needle,Insulin,1ml",12,1460.5,2200,463266,702615
"Betaxolol HCl*","Betaxolol HCl",10,8892.4,7458,867840.9,701948
"Theo-24","Theophylline Anhydrous",12,7936.6,3977,1964603.1,697844
"Talicia","Omeprazole/Amoxicill/Rifabutin",4,3123,4049,537336.2,695550
"Methenamine Mandelate","Methenamine Mandelate",12,2117.5,2481,574793.7,691507.5
"Comfort Ez Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml",10,2033.4,2015,738381.9,688478
"Unifine Ultra Pen Needle","Pen Needle, Diabetic",2,2150,2527,515632,687994
"Ongentys","Opicapone",4,2244.2,3270,398716.5,686562
"Octreotide Acetate","Octreotide Acetate",12,2859.7,3041,567907.5,685029.075
"Advocate Syringes","Syringe-Needle,Insulin,0.5 Ml",12,1400.4,2218,420893.2,684856
"Lonsurf","Trifluridine/Tipiracil HCl",9,2420,3222,469925.4,684264
"Tri-Sprintec","Norgestimate-Ethinyl Estradiol",12,5194.4,2897,1019970.8,676482
"Easy Comfort Insulin Syringe","Syringe-Needle,Insulin,0.5 Ml",12,3800.2,1948,1388094.7,672545
"Salsalate","Salsalate",12,5800.3,1538,2011733.1,671817
"Mektovi","Binimetinib",6,846.7,875,624935.3,669900
"Aciphex","Rabeprazole Sodium",12,13880.4,1820,3193118.7,668561
"Moxifloxacin HCl","Moxifloxacin HCl",10,72069,48531,853292.5,666241
"Dupixent Syringe","Dupilumab",7,14167,20849,429744.9,664635.96
"Darunavir","Darunavir",1,3961,3961,663730,663730
"Votrient","Pazopanib HCl",10,3249.4,1555,1254923,661809.991
"Rifabutin","Rifabutin",10,3191.9,5857,401958.9,661266
"Sodium Chloride","Sodium Chloride 3 %",12,30.1,24,442441.4,661120.562
"Atazanavir Sulfate","Atazanavir Sulfate",6,3861.5,1861,1052012.3,659693
"Easy Touch Safety Pen Needle","Pen Needle, Diabetic, Safety",5,697.4,2198,209240.6,659048
"Ampyra","Dalfampridine",12,7595.8,1179,3573150.6,653385
"Sodium Acetate","Sodium Acetate",12,28.3,41,362869.4,652557.396
"Vyndaqel","Tafamidis Meglumine",5,996.2,660,820380,651150
"Fluocinonide-E","Fluocinonide/Emollient Base",12,12338.9,6555,1198555.8,647590.03
"Plenamine","Parenteral Amino Acid 15% No.6",5,23.8,18,724357.5,646081.274
"Pitavastatin Calcium","Pitavastatin Calcium",1,8529,8529,644743,644743
"Easy Comfort Insulin Syringe","Syringe And Needle,Insulin,1ml",12,3121.4,1947,1084512.6,644503
"Insulin Aspart Prot Mix 70-30","Insulin Aspart Prot/Insuln Asp",4,7928.5,8679,565562.1,643362.8
"Firdapse","Amifampridine Phosphate",5,282.8,356,491918.6,642638
"Phenazopyridine HCl","Phenazopyridine HCl",12,66829.1,32631,1347715.1,640808
"Doxycycline Ir-Dr","Doxycycline Monohydrate",9,3862.3,3925,597555.2,639624
"Safetyglide Insulin Syringe","Syringe,Needle,Insuln,Sf 0.5ml",6,1902.5,1877,600201,636598
"Danazol","Danazol",12,2074.8,1840,700694,635399
"Zerbaxa","Ceftolozane/Tazobactam",9,465.3,967,514712.1,635229.423
"Vyvgart","Efgartigimod Alfa-Fcab",2,670,822,439126.8,634327.5
"Boostrix Tdap","Diphth,Pertuss(Acell),Tet Vac",12,438792.8,1250417,227858,632489.06
"Nicardipine HCl*","Nicardipine HCl",10,2313.1,1049,1334919,625483
"Insulin Glargine","Insulin Glargine,Hum.Rec.Anlog",2,15616.5,26391,359143.6,625462.886
"Blisovi Fe","Norethindrone-E.Estradiol-Iron",8,2476.8,2971,483743.1,624518
"Benicar HCT","Olmesartan/Hydrochlorothiazide",12,82891.2,2136,19950922.6,623909
"Diovan HCT","Valsartan/Hydrochlorothiazide",12,65849.6,1990,13836468.7,622107
"Androgel","Testosterone",12,58246.4,1043,29791273.5,620996.5
"Wellbutrin SR","Bupropion HCl",12,1867.4,1370,747426.5,619230
"Naproxen Sodium Cr","Naproxen Sodium",9,3367.9,1604,902337.4,615580.3
"Gentamicin Sulfate In Ns","Gentamicin In NaCl, Iso-Osm",12,616.1,369,765518.4,612092
"Sunosi","Solriamfetol HCl",5,2260.4,3390,364345.8,609345.5
"Lamivudine Hbv","Lamivudine",10,3107.8,2513,665726.8,608633.5
"Rukobia","Fostemsavir Tromethamine",4,777.2,1227,352566,608313
"Ulticare","Syringe And Needle,Insulin,1ml",12,4446.1,2077,1366524.2,606940
"Vienva","Levonorgestrel/Ethin.Estradiol",6,1653.9,2517,372389.8,602418
"Ritalin","Methylphenidate HCl",12,1256.2,1216,797298.9,599995
"Glatiramer Acetate","Glatiramer Acetate",7,5844.7,5660,572237.5,599578
"Lamivudine-Zidovudine","Lamivudine/Zidovudine",12,4296.8,1071,1966548.3,596821
"Hydrocodone Bitartrate ER","Hydrocodone Bitartrate",4,2705,3006,487160.5,595420
"Lidocaine HCl*","Lidocaine HCl/PF",10,16762,25210,451221.3,594725.736
"Cefprozil","Cefprozil",12,39138.8,22839,1057620.5,594411
"Lasix","Furosemide",11,5505.2,2384,1235506.8,593915
"Azopt","Brinzolamide",9,99295.5,12393,4823726.5,586152.999
"Triamterene","Triamterene",5,1938.4,2495,417195.4,581895
"V-Go 40","Sub-Q Insulin Device, 40 Unit",10,3719.2,2827,696688.5,574514
"Bexarotene*","Bexarotene",6,649.8,893,424312.3,571595
"Nevirapine","Nevirapine",12,2585.3,977,1231239.1,569926
"Saxagliptin HCl","Saxagliptin HCl",1,5060,5060,567303.5,567303.5
"True Comfort Alcohol Pads","Alcohol Antiseptic Pads",3,577.7,1686,194276,565978
"Methotrexate Sodium","Methotrexate Sodium/PF",12,16940.4,21660,503578,565059.39
"Cycloset","Bromocriptine Mesylate",12,1436.2,777,1068845.2,564767
"Valium","Diazepam",12,2910.2,1596,957154.7,563134
"Humalog Mix 50-50 Kwikpen","Insulin Lispro Protamin/Lispro",12,5603.6,3890,842954,556560
"Novofine Plus","Pen Needle, Diabetic",10,18668.1,3012,5650775.1,556205
"Ambien","Zolpidem Tartrate",12,4631.4,2421,894632.2,553430
"Zolmitriptan*","Zolmitriptan",7,10666.1,11158,535867.6,552572
"Risperdal","Risperidone",12,1676.6,957,755554.9,551670.38
"Mekinist","Trametinib Dimethyl Sulfoxide",9,1544.9,2289,326972.7,551330
"Restasis Multidose","Cyclosporine",7,50447,26153,947215.6,551149
"Efavirenz","Efavirenz",6,2700.5,1779,741395.2,546869
"Oxymorphone HCl","Oxymorphone HCl",12,7008.2,1477,3395521.2,546687
"Flavoxate HCl","Flavoxate HCl",12,4885.5,1990,1174326.6,545574
"Droplet Micron Pen Needle","Pen Needle, Diabetic",3,977.7,1446,332256.3,541701
"Edurant","Rilpivirine HCl",12,2601,2114,643762.2,541174
"Nefazodone HCl","Nefazodone HCl",12,6711.9,1249,3595887.1,540403
"Uloric","Febuxostat",12,74170.8,2226,16028989.7,539278
"Tukysa","Tucatinib",4,828.5,936,447722,539103
"Ocaliva","Obeticholic Acid",8,1355.8,1950,332755.6,538964
"True Comfort Pro Pen Needle","Pen Needle, Diabetic",3,937.7,1466,340672.2,535051.666
"Micafungin","Micafungin Sodium",4,2222.5,3313,405978.9,534717.69
"Cortef","Hydrocortisone",12,897.6,669,593580.5,534056.5
"Dificid","Fidaxomicin",12,9100.8,21562,230889.5,527975
"Ulticare","Syringe-Needle,Insulin,0.5 Ml",12,4007.1,1674,1222043.9,527002
"Ativan*","Lorazepam",10,1787.8,1309,807053.7,525270
"Fyavolv","Norethindrone Ac-Eth Estradiol",8,1851,2379,372057.2,519834
"Abilify","Aripiprazole",12,130282.1,1736,26053759.5,516496.25
"Glumetza","Metformin HCl",12,4403,1048,1636972.8,515664
"Soaanz","Torsemide",2,3205,4604,337113.5,515661
"Zyprexa*","Olanzapine",10,2490.1,1383,818576.4,514261.5
"Glydo","Lidocaine HCl",9,1384.7,4404,173234.4,513311.3
"Zetia","Ezetimibe",10,315030,1960,88732362.4,513178
"Junel","Norethindrone Ac-Eth Estradiol",12,2368.8,2639,387008.8,512279
"Lyumjev","Insulin Lispro-Aabc",4,1780.5,3723,228535,511540
"Easy Comfort Alcohol Pad","Alcohol Antiseptic Pads",5,1367.4,1098,662320.2,510053
"Haloperidol Decanoate","Haloperidol Decanoate",12,34169.1,34910,456889.9,509560.212
"Duexis","Ibuprofen/FAmotidine",12,4603.3,1223,1078437.4,508393
"Levorphanol Tartrate","Levorphanol Tartrate",11,1000.6,657,615484.6,506417
"Felbatol","Felbamate",12,630.8,327,1086323.1,501613
"Repatha Pushtronex","Evolocumab",8,7818.4,18429,202847.9,499785.375
"Levobunolol HCl","Levobunolol HCl",12,27067.8,13542,886435.6,499642
"Gammaplex","Immun Glob G/Sorb/Gly/IgA 0-50",12,190.1,40,1758902.7,497300
"Tazarotene","Tazarotene",7,3246.3,4869,311814.9,495271
"Plaquenil","Hydroxychloroquine Sulfate",8,2108.8,1340,503039.5,494259
"Cialis","Tadalafil",12,33895.4,1876,5122316.9,494063
"Ascomp With Codeine","Codeine/Butalbital/Asa/Caffein",12,3693.2,1169,1335207.4,486642
"V-Go 20","Sub-Q Insulin Device, 20 Unit",10,2815.5,2765,459245.2,484346
"Methscopolamine Bromide","Methscopolamine Bromide",12,3985.5,1596,863128,484121
"Jublia","Efinaconazole",10,17831.4,28671,272706.4,482537
"Zoryve","Roflumilast",1,4342,4342,481636,481636
"Xhance","Fluticasone Propionate",6,4637,7670,277722,480802
"Tyrvaya","Varenicline Tartrate",3,8453.7,17880,212612.6,475324.1
"Trandolapril-Verapamil ER","Trandolapril/Verapamil HCl",11,1710.4,1534,384291.3,474563
"Tiglutik","Riluzole",5,144,181,401640,472200
"Meperidine HCl","Meperidine HCl",12,7406.2,422,1504304.6,471407.5
"Methylphenidate HCl ER (Cd)","Methylphenidate HCl",7,1621.4,2920,313327.3,470052
"Seroquel XR","Quetiapine Fumarate",12,60480.3,1074,16092434,468208
"Tabrecta","Capmatinib Hydrochloride",4,682,978,309551.8,464468
"Ultra Flo Pen Needle","Pen Needle, Diabetic",3,903,1417,271249,463954
"Zypitamag","Pitavastatin Magnesium",6,827,2268,148015.8,463291
"Austedo XR","Deutetrabenazine",1,3085,3085,463178,463178
"Safetyglide Insulin Syringe","Syringe,Needle,Insuln,Safe,1ml",7,2180.1,2108,622722.7,462861
"Asmanex HFA","Mometasone Furoate",7,11256,9299,389866.5,461431
"Imvexxy","Estradiol",6,5113.3,8850,241227.2,459562
"Pentazocine-Naloxone HCl","Pentazocine HCl/Naloxone HCl",12,3600.2,907,1366982,457209
"Fosrenol","Lanthanum Carbonate",12,8336.7,1007,4649238.8,455585
"Timoptic Ocudose","Timolol Maleate/PF",12,4455.3,1666,1209453.2,451233
"Pristiq","Desvenlafaxine Succinate",12,43383.8,1555,9745843.2,448565
"Vonjo","Pacritinib Citrate",2,767,950,328702.5,446529
"Effer-K","Potassium Bicarbonate/Cit Ac",12,1678,3188,264116.7,445862
"Repatha Syringe","Evolocumab",9,12955.9,36381,149356.9,445706
"Coreg Cr","Carvedilol Phosphate",12,23832.3,1434,6482794.3,444880
"Terbutaline Sulfate*","Terbutaline Sulfate",10,2302.2,1087,946228.1,444484
"Adapalene","Adapalene",12,4947.1,4155,464159.5,443059
