"brand_name","generic_name","year","total_dosage_units","total_beneficiaries"
"O-Cal Fa","Multivit-Mins No.61/Iron/Folic",2018,1050,NA
"O-Cal Fa","Multivit-Mins No.61/Iron/Folic",2019,1966,13
"O-Cal Prenatal","Prenatal Vit No.127/Iron/Folic",2014,2446,18
"O-Cal Prenatal","Prenatal Vit No.127/Iron/Folic",2015,2120,20
"O-Cal Prenatal","Prenatal Vit No.127/Iron/Folic",2016,4672,32
"O-Cal Prenatal","Prenatal Vit No.127/Iron/Folic",2017,6071,32
"O-Cal Prenatal","Prenatal Vit No.127/Iron/Folic",2018,3908,29
"O-Cal Prenatal","Prenatal Vit No.127/Iron/Folic",2019,3862,28
"Ob Complete","Iron,Carbonyl/Folic Acid/Mv-Mn",2012,1230,19
"Ob Complete","Iron,Carbonyl/Folic Acid/Mv-Mn",2013,1758,19
"Ob Complete","Iron,Carbonyl/Folic Acid/Mv-Mn",2014,3160,25
"Ob Complete","Iron,Carbonyl/Folic Acid/Mv-Mn",2015,3200,18
"Ob Complete","Iron,Carbonyl/Folic Acid/Mv-Mn",2016,3890,36
"Ob Complete","Multivit-Min69/Iron/Folic Acid",2015,3200,18
"Ob Complete","Multivit-Min69/Iron/Folic Acid",2016,3890,36
"Ob Complete","Multivit-Min69/Iron/Folic Acid",2017,3098,23
"Ob Complete","Multivit-Min69/Iron/Folic Acid",2018,2454,22
"Ob Complete","Multivit-Min69/Iron/Folic Acid",2019,1870,15
"Ob Complete","Prenatal No.123/Iron/Folic Ac",2014,3160,25
"Ob Complete","Prenatal No.123/Iron/Folic Ac",2015,3200,18
"Ob Complete","Prenatal No.123/Iron/Folic Ac",2016,3890,36
"Ob Complete","Prenatal No.123/Iron/Folic Ac",2017,3098,23
"Ob Complete","Prenatal No.123/Iron/Folic Ac",2018,2454,22
"Ob Complete One","PNV 85/Iron/Folic/DHA/Fish Oil",2012,4290,52
"Ob Complete One","PNV 85/Iron/Folic/DHA/Fish Oil",2013,6570,56
"Ob Complete One","PNV 85/Iron/Folic/DHA/Fish Oil",2014,5015,61
"Ob Complete One","PNV 85/Iron/Folic/DHA/Fish Oil",2015,3480,28
"Ob Complete One","PNV 85/Iron/Folic/DHA/Fish Oil",2016,2310,16
"Ob Complete One","PNV 85/Iron/Folic/DHA/Fish Oil",2017,1860,16
"Ob Complete One","PNV 85/Iron/Folic/DHA/Fish Oil",2018,3300,22
"Ob Complete One","PNV 85/Iron/Folic/DHA/Fish Oil",2019,3210,17
"Ob Complete One","PNV 85/Iron/Folic/DHA/Fish Oil",2020,2186,15
"Ob Complete Petite","Prenatal56/Iron/Folic Acid/DHA",2012,NA,NA
"Ob Complete Petite","Prenatal56/Iron/Folic Acid/DHA",2013,960,17
"Ob Complete Petite","Prenatal56/Iron/Folic Acid/DHA",2014,3600,38
"Ob Complete Petite","Prenatal56/Iron/Folic Acid/DHA",2015,3300,34
"Ob Complete Petite","Prenatal56/Iron/Folic Acid/DHA",2016,1948,15
"Ob Complete Petite","Prenatal56/Iron/Folic Acid/DHA",2017,3000,33
"Ob Complete Petite","Prenatal56/Iron/Folic Acid/DHA",2018,5250,44
"Ob Complete Petite","Prenatal56/Iron/Folic Acid/DHA",2019,7140,50
"Ob Complete Petite","Prenatal56/Iron/Folic Acid/DHA",2020,4785,33
"Ob Complete Petite","Prenatal56/Iron/Folic Acid/DHA",2021,750,14
"Ob Complete With DHA","PNV 30/Iron Carb,Ag/Folic/Om3",2014,2195,22
"Ob Complete With DHA","PNV 30/Iron Carb,Ag/Folic/Om3",2015,1521,16
"Ob Complete With DHA","PNV 30/Iron Carb,Ag/Folic/Om3",2016,2190,20
"Ob Complete With DHA","PNV 30/Iron Carb,Ag/Folic/Om3",2017,2897,27
"Ob Complete With DHA","PNV 30/Iron Carb,Ag/Folic/Om3",2018,1018,13
"Ob Complete With DHA","PNV 30/Iron Carb,Ag/Folic/Om3",2019,2208,19
"Ob Complete With DHA","PNV 30/Iron Carb,Ag/Folic/Om3",2020,1235,16
"Ocaliva","Obeticholic Acid",2014,NA,NA
"Ocaliva","Obeticholic Acid",2015,NA,NA
"Ocaliva","Obeticholic Acid",2016,33527,416
"Ocaliva","Obeticholic Acid",2017,191238,990
"Ocaliva","Obeticholic Acid",2018,242022,1120
"Ocaliva","Obeticholic Acid",2019,332307,1419
"Ocaliva","Obeticholic Acid",2020,404838,1546
"Ocaliva","Obeticholic Acid",2021,442993,1709
"Ocaliva","Obeticholic Acid",2022,476156,1696
"Ocaliva","Obeticholic Acid",2023,538964,1950
"Ocella","Ethinyl Estradiol/Drospirenone",2012,407531,1931
"Ocella","Ethinyl Estradiol/Drospirenone",2013,334847,1719
"Ocella","Ethinyl Estradiol/Drospirenone",2014,332156,1565
"Ocella","Ethinyl Estradiol/Drospirenone",2015,271347,1298
"Ocella","Ethinyl Estradiol/Drospirenone",2016,211131.2,1049
"Ocella","Ethinyl Estradiol/Drospirenone",2017,150740,777
"Ocella","Ethinyl Estradiol/Drospirenone",2018,127549,723
"Ocella","Ethinyl Estradiol/Drospirenone",2019,64624,383
"Ocella","Ethinyl Estradiol/Drospirenone",2020,40858,218
"Ocella","Ethinyl Estradiol/Drospirenone",2021,29152,142
"Ocella","Ethinyl Estradiol/Drospirenone",2022,28639,146
"Ocella","Ethinyl Estradiol/Drospirenone",2023,27918,126
"Ocrevus","Ocrelizumab",2014,NA,NA
"Ocrevus","Ocrelizumab",2015,NA,NA
"Ocrevus","Ocrelizumab",2016,NA,NA
"Ocrevus","Ocrelizumab",2017,17521,626
"Ocrevus","Ocrelizumab",2018,33970,1049
"Ocrevus","Ocrelizumab",2019,43482,1279
"Ocrevus","Ocrelizumab",2020,53050,1577
"Ocrevus","Ocrelizumab",2021,57490,1758
"Ocrevus","Ocrelizumab",2022,71305.6,2079
"Ocrevus","Ocrelizumab",2023,82010.8,2492
"Octagam","Immun Globg(IgG)/Malt/IgA Ov50",2012,634420,74
"Octagam","Immun Globg(IgG)/Malt/IgA Ov50",2013,1528320,130
"Octagam","Immun Globg(IgG)/Malt/IgA Ov50",2014,1653550,163
"Octagam","Immun Globg(IgG)/Malt/IgA Ov50",2015,2589970,291
"Octagam","Immun Globg(IgG)/Malt/IgA Ov50",2016,3994798,513
"Octagam","Immun Globg(IgG)/Malt/IgA Ov50",2017,6051020,756
"Octagam","Immun Globg(IgG)/Malt/IgA Ov50",2018,7746360,1062
"Octagam","Immun Globg(IgG)/Malt/IgA Ov50",2019,5795440,1083
"Octagam","Immun Globg(IgG)/Malt/IgA Ov50",2020,8176920,1340
"Octagam","Immun Globg(IgG)/Malt/IgA Ov50",2021,11334922,1697
"Octagam","Immun Globg(IgG)/Malt/IgA Ov50",2022,14742032,2302
"Octagam","Immun Globg(IgG)/Malt/IgA Ov50",2023,16642330,2511
"Octreotide Acetate","Octreotide Acetate",2012,398065.64,2186
"Octreotide Acetate","Octreotide Acetate",2013,455848.2,2481
"Octreotide Acetate","Octreotide Acetate",2014,350738.445,2726
"Octreotide Acetate","Octreotide Acetate",2015,468920.77,2826
"Octreotide Acetate","Octreotide Acetate",2016,519906.94,2833
"Octreotide Acetate","Octreotide Acetate",2017,634895.26,3053
"Octreotide Acetate","Octreotide Acetate",2018,680300.418,3260
"Octreotide Acetate","Octreotide Acetate",2019,680122.63,3240
"Octreotide Acetate","Octreotide Acetate",2020,640480.66,3004
"Octreotide Acetate","Octreotide Acetate",2021,651467.03,2869
"Octreotide Acetate","Octreotide Acetate",2022,649114.43,2797
"Octreotide Acetate","Octreotide Acetate",2023,685029.075,3041
"Ocuflox","Ofloxacin",2012,1956,254
"Ocuflox","Ofloxacin",2013,1836,267
"Ocuflox","Ofloxacin",2014,1675,275
"Ocuflox","Ofloxacin",2015,987,159
"Ocuflox","Ofloxacin",2016,1711,280
"Ocuflox","Ofloxacin",2017,1115,174
"Ocuflox","Ofloxacin",2018,915,141
"Ocuflox","Ofloxacin",2019,850,135
"Ocuflox","Ofloxacin",2020,556,86
"Ocuflox","Ofloxacin",2021,670,105
"Ocuflox","Ofloxacin",2022,845,126
"Ocuflox","Ofloxacin",2023,350,58
"Odactra","Mite,D.Farinae-D.Pteronyssinus",2016,NA,NA
"Odactra","Mite,D.Farinae-D.Pteronyssinus",2017,NA,NA
"Odactra","Mite,D.Farinae-D.Pteronyssinus",2018,NA,NA
"Odactra","Mite,D.Farinae-D.Pteronyssinus",2019,NA,NA
"Odactra","Mite,D.Farinae-D.Pteronyssinus",2020,25300,185
"Odactra","Mite,D.Farinae-D.Pteronyssinus",2021,47494,298
"Odactra","Mite,D.Farinae-D.Pteronyssinus",2022,70112,386
"Odactra","Mite,D.Farinae-D.Pteronyssinus",2023,88436,493
"Odefsey","Emtricitab/Rilpiviri/Tenof Ala",2014,NA,NA
"Odefsey","Emtricitab/Rilpiviri/Tenof Ala",2015,NA,NA
"Odefsey","Emtricitab/Rilpiviri/Tenof Ala",2016,833324,5905
"Odefsey","Emtricitab/Rilpiviri/Tenof Ala",2017,2708808,10638
"Odefsey","Emtricitab/Rilpiviri/Tenof Ala",2018,3515757,12490
"Odefsey","Emtricitab/Rilpiviri/Tenof Ala",2019,3564691,12326
"Odefsey","Emtricitab/Rilpiviri/Tenof Ala",2020,3584669,11641
"Odefsey","Emtricitab/Rilpiviri/Tenof Ala",2021,3404796,11342
"Odefsey","Emtricitab/Rilpiviri/Tenof Ala",2022,3298601,10906
"Odefsey","Emtricitab/Rilpiviri/Tenof Ala",2023,3185609,10542
"Odomzo","Sonidegib Phosphate",2014,NA,NA
"Odomzo","Sonidegib Phosphate",2015,NA,22
"Odomzo","Sonidegib Phosphate",2016,NA,76
"Odomzo","Sonidegib Phosphate",2017,3320,134
"Odomzo","Sonidegib Phosphate",2018,32166,233
"Odomzo","Sonidegib Phosphate",2019,45063,308
"Odomzo","Sonidegib Phosphate",2020,57745,421
"Odomzo","Sonidegib Phosphate",2021,61806,466
"Odomzo","Sonidegib Phosphate",2022,55607,439
"Odomzo","Sonidegib Phosphate",2023,63128.995,495
"Ofev","Nintedanib Esylate",2012,NA,NA
"Ofev","Nintedanib Esylate",2013,NA,NA
"Ofev","Nintedanib Esylate",2014,44002,539
"Ofev","Nintedanib Esylate",2015,1470193.997,5283
"Ofev","Nintedanib Esylate",2016,2605392.991,7230
"Ofev","Nintedanib Esylate",2017,3335259.938,8640
"Ofev","Nintedanib Esylate",2018,3939491.953,9832
"Ofev","Nintedanib Esylate",2019,4601670.942,11970
"Ofev","Nintedanib Esylate",2020,6296132.874,15902
"Ofev","Nintedanib Esylate",2021,7614433,19476
"Ofev","Nintedanib Esylate",2022,8498056,20686
"Ofev","Nintedanib Esylate",2023,8318453,20444
"Ofloxacin","Ofloxacin",2012,3346217.58,402910
"Ofloxacin","Ofloxacin",2013,4362700.971,523475
"Ofloxacin","Ofloxacin",2014,5281593.035,628465
"Ofloxacin","Ofloxacin",2015,6049506.376,724197
"Ofloxacin","Ofloxacin",2016,5676822.35,692210
"Ofloxacin*","Ofloxacin",2014,5276254.035,631963
"Ofloxacin*","Ofloxacin",2015,5700324.376,724958
"Ofloxacin*","Ofloxacin",2016,5666731.85,694043
"Ofloxacin*","Ofloxacin",2017,6280431.96,768410
"Ofloxacin*","Ofloxacin",2018,7182831.84,882070
"Ofloxacin*","Ofloxacin",2019,8149901.5,979114
"Ofloxacin*","Ofloxacin",2020,6954152.275,835622
"Ofloxacin*","Ofloxacin",2021,7738496.5,922458
"Ofloxacin*","Ofloxacin",2022,8224204.655,978902
"Ofloxacin*","Ofloxacin",2023,8618404.78,1021068
"Ogestrel","Norgestrel-Ethinyl Estradiol",2012,106394,492
"Ogestrel","Norgestrel-Ethinyl Estradiol",2013,102164,436
"Ogestrel","Norgestrel-Ethinyl Estradiol",2014,105082,431
"Ogestrel","Norgestrel-Ethinyl Estradiol",2015,84108,389
"Ogestrel","Norgestrel-Ethinyl Estradiol",2016,73641,314
"Ogestrel","Norgestrel-Ethinyl Estradiol",2017,65078,260
"Ogestrel","Norgestrel-Ethinyl Estradiol",2018,58112,237
"Ogestrel","Norgestrel-Ethinyl Estradiol",2019,42907,188
"Ogestrel","Norgestrel-Ethinyl Estradiol",2020,2016,28
"Ogivri","Trastuzumab-Dkst",2016,NA,NA
"Ogivri","Trastuzumab-Dkst",2017,NA,NA
"Ogivri","Trastuzumab-Dkst",2018,NA,NA
"Ogivri","Trastuzumab-Dkst",2019,NA,NA
"Ogivri","Trastuzumab-Dkst",2020,772,45
"Ogivri","Trastuzumab-Dkst",2021,1446,76
"Ogivri","Trastuzumab-Dkst",2022,863,58
"Ogivri","Trastuzumab-Dkst",2023,458,31
"Ogsiveo","Nirogacestat Hydrobromide",2019,NA,NA
"Ogsiveo","Nirogacestat Hydrobromide",2020,NA,NA
"Ogsiveo","Nirogacestat Hydrobromide",2021,NA,NA
"Ogsiveo","Nirogacestat Hydrobromide",2022,NA,NA
"Ogsiveo","Nirogacestat Hydrobromide",2023,2520,14
"Ojjaara","Momelotinib Dihydrochloride",2019,NA,NA
"Ojjaara","Momelotinib Dihydrochloride",2020,NA,NA
"Ojjaara","Momelotinib Dihydrochloride",2021,NA,NA
"Ojjaara","Momelotinib Dihydrochloride",2022,NA,NA
"Ojjaara","Momelotinib Dihydrochloride",2023,28860,486
"Okebo","Doxycycline Monohydrate",2014,NA,NA
"Okebo","Doxycycline Monohydrate",2015,NA,NA
"Okebo","Doxycycline Monohydrate",2016,NA,NA
"Okebo","Doxycycline Monohydrate",2017,NA,NA
"Okebo","Doxycycline Monohydrate",2018,1048,17
"Okebo","Doxycycline Monohydrate",2019,450,NA
"Olanzapine","Olanzapine",2012,58699477.992,281221
"Olanzapine","Olanzapine",2013,86078744.851,331745
"Olanzapine","Olanzapine",2014,97018013.771,364133
"Olanzapine","Olanzapine",2015,106257103.73,387862
"Olanzapine","Olanzapine",2016,111633811.9,403328
"Olanzapine ODT","Olanzapine",2012,4985666.27,28470
"Olanzapine ODT","Olanzapine",2013,6865078.25,32715
"Olanzapine ODT","Olanzapine",2014,6764997.024,33401
"Olanzapine ODT","Olanzapine",2015,5889392.402,33302
"Olanzapine ODT","Olanzapine",2016,5799739,33123
"Olanzapine ODT","Olanzapine",2017,5921086,33323
"Olanzapine ODT","Olanzapine",2018,6391509.307,34698
"Olanzapine ODT","Olanzapine",2019,6561107.35,36054
"Olanzapine ODT","Olanzapine",2020,6927749.25,37046
"Olanzapine ODT","Olanzapine",2021,6982700.05,39418
"Olanzapine ODT","Olanzapine",2022,7212250.64,41354
"Olanzapine ODT","Olanzapine",2023,7815200.696,45395
"Olanzapine*","Olanzapine",2014,103122900.62,372812
"Olanzapine*","Olanzapine",2015,102061763.8,389119
"Olanzapine*","Olanzapine",2016,110430576.5,403520
"Olanzapine*","Olanzapine",2017,92656801.377,418589
"Olanzapine*","Olanzapine",2018,116396523.03,434234
"Olanzapine*","Olanzapine",2019,121363233.88,449197
"Olanzapine*","Olanzapine",2020,127504930.56,462889
"Olanzapine*","Olanzapine",2021,128962352.97,477476
"Olanzapine*","Olanzapine",2022,131296276.42,493382
"Olanzapine*","Olanzapine",2023,135172604.14,516737
"Olanzapine-Fluoxetine HCl","Olanzapine/Fluoxetine HCl",2012,337700,2806
"Olanzapine-Fluoxetine HCl","Olanzapine/Fluoxetine HCl",2013,1027968,4945
"Olanzapine-Fluoxetine HCl","Olanzapine/Fluoxetine HCl",2014,1015069,4628
"Olanzapine-Fluoxetine HCl","Olanzapine/Fluoxetine HCl",2015,772062,3640
"Olanzapine-Fluoxetine HCl","Olanzapine/Fluoxetine HCl",2016,654193,2869
"Olanzapine-Fluoxetine HCl","Olanzapine/Fluoxetine HCl",2017,545464,2463
"Olanzapine-Fluoxetine HCl","Olanzapine/Fluoxetine HCl",2018,501459,2145
"Olanzapine-Fluoxetine HCl","Olanzapine/Fluoxetine HCl",2019,434359,1907
"Olanzapine-Fluoxetine HCl","Olanzapine/Fluoxetine HCl",2020,383322,1606
"Olanzapine-Fluoxetine HCl","Olanzapine/Fluoxetine HCl",2021,361340,1483
"Olanzapine-Fluoxetine HCl","Olanzapine/Fluoxetine HCl",2022,341129,1413
"Olanzapine-Fluoxetine HCl","Olanzapine/Fluoxetine HCl",2023,306804,1287
"Olmesartan Medoxomil","Olmesartan Medoxomil",2014,NA,NA
"Olmesartan Medoxomil","Olmesartan Medoxomil",2015,NA,NA
"Olmesartan Medoxomil","Olmesartan Medoxomil",2016,5846768,81267
"Olmesartan Medoxomil","Olmesartan Medoxomil",2017,48490570.25,225067
"Olmesartan Medoxomil","Olmesartan Medoxomil",2018,69416010,371913
"Olmesartan Medoxomil","Olmesartan Medoxomil",2019,109028002.82,513127
"Olmesartan Medoxomil","Olmesartan Medoxomil",2020,157277081,559722
"Olmesartan Medoxomil","Olmesartan Medoxomil",2021,169836973.48,584417
"Olmesartan Medoxomil","Olmesartan Medoxomil",2022,199875532.5,689082
"Olmesartan Medoxomil","Olmesartan Medoxomil",2023,228152746.78,773533
"Olmesartan-Amlodipine-HCTZ","Olmesartan/Amlodipin/HCThiazid",2014,NA,NA
"Olmesartan-Amlodipine-HCTZ","Olmesartan/Amlodipin/HCThiazid",2015,NA,NA
"Olmesartan-Amlodipine-HCTZ","Olmesartan/Amlodipin/HCThiazid",2016,760458,11548
"Olmesartan-Amlodipine-HCTZ","Olmesartan/Amlodipin/HCThiazid",2017,6626027,26653
"Olmesartan-Amlodipine-HCTZ","Olmesartan/Amlodipin/HCThiazid",2018,7903768,30551
"Olmesartan-Amlodipine-HCTZ","Olmesartan/Amlodipin/HCThiazid",2019,8752800.7,32697
"Olmesartan-Amlodipine-HCTZ","Olmesartan/Amlodipin/HCThiazid",2020,8139036,31095
"Olmesartan-Amlodipine-HCTZ","Olmesartan/Amlodipin/HCThiazid",2021,8406741,30635
"Olmesartan-Amlodipine-HCTZ","Olmesartan/Amlodipin/HCThiazid",2022,9232480,33587
"Olmesartan-Amlodipine-HCTZ","Olmesartan/Amlodipin/HCThiazid",2023,10196637,37961
"Olmesartan-Hydrochlorothiazide","Olmesartan/Hydrochlorothiazide",2014,NA,NA
"Olmesartan-Hydrochlorothiazide","Olmesartan/Hydrochlorothiazide",2015,NA,NA
"Olmesartan-Hydrochlorothiazide","Olmesartan/Hydrochlorothiazide",2016,1635797,45256
"Olmesartan-Hydrochlorothiazide","Olmesartan/Hydrochlorothiazide",2017,15596361.5,122808
"Olmesartan-Hydrochlorothiazide","Olmesartan/Hydrochlorothiazide",2018,33592373,182940
"Olmesartan-Hydrochlorothiazide","Olmesartan/Hydrochlorothiazide",2019,49407167.5,226082
"Olmesartan-Hydrochlorothiazide","Olmesartan/Hydrochlorothiazide",2020,53653587,202849
"Olmesartan-Hydrochlorothiazide","Olmesartan/Hydrochlorothiazide",2021,55632084.5,201093
"Olmesartan-Hydrochlorothiazide","Olmesartan/Hydrochlorothiazide",2022,60825013.5,217459
"Olmesartan-Hydrochlorothiazide","Olmesartan/Hydrochlorothiazide",2023,66139605.824,234430
"Olopatadine HCl","Olopatadine HCl",2012,NA,NA
"Olopatadine HCl","Olopatadine HCl",2013,NA,NA
"Olopatadine HCl","Olopatadine HCl",2014,292403.7,6822
"Olopatadine HCl","Olopatadine HCl",2015,2452888.118,36891
"Olopatadine HCl","Olopatadine HCl",2016,3498512.473,135420
"Olopatadine HCl*","Olopatadine HCl",2014,292403.7,6822
"Olopatadine HCl*","Olopatadine HCl",2015,2452888.118,36890
"Olopatadine HCl*","Olopatadine HCl",2016,3502273.13,141702
"Olopatadine HCl*","Olopatadine HCl",2017,3704117.332,244184
"Olopatadine HCl*","Olopatadine HCl",2018,5404789.488,373352
"Olopatadine HCl*","Olopatadine HCl",2019,4825154.325,395922
"Olopatadine HCl*","Olopatadine HCl",2020,4470841.066,365597
"Olopatadine HCl*","Olopatadine HCl",2021,3994482.013,305958
"Olopatadine HCl*","Olopatadine HCl",2022,3517294.779,174268
"Olopatadine HCl*","Olopatadine HCl",2023,3262726.834,147406
"Olumiant","Baricitinib",2014,NA,NA
"Olumiant","Baricitinib",2015,NA,NA
"Olumiant","Baricitinib",2016,NA,NA
"Olumiant","Baricitinib",2017,NA,NA
"Olumiant","Baricitinib",2018,29070,379
"Olumiant","Baricitinib",2019,203138,1411
"Olumiant","Baricitinib",2020,243066,1303
"Olumiant","Baricitinib",2021,235137,1254
"Olumiant","Baricitinib",2022,241126.466,1279
"Olumiant","Baricitinib",2023,281209.475,1389
"Olux","Clobetasol Propionate",2012,NA,NA
"Olux","Clobetasol Propionate",2013,NA,NA
"Olux","Clobetasol Propionate",2014,19050,215
"Olux","Clobetasol Propionate",2015,33050,200
"Olux","Clobetasol Propionate",2016,NA,98
"Olux","Clobetasol Propionate",2017,NA,53
"Olux","Clobetasol Propionate",2018,NA,38
"Olux","Clobetasol Propionate",2019,1800,29
"Olux","Clobetasol Propionate",2020,2500,14
"Olux","Clobetasol Propionate",2021,2300,17
"Olux","Clobetasol Propionate",2022,2250,NA
"Olux-E","Clobetasol Propionate/Emoll",2014,14800,209
"Olux-E","Clobetasol Propionate/Emoll",2015,10500,60
"Olux-E","Clobetasol Propionate/Emoll",2016,NA,33
"Olux-E","Clobetasol Propionate/Emoll",2017,NA,32
"Olux-E","Clobetasol Propionate/Emoll",2018,NA,29
"Olux-E","Clobetasol Propionate/Emoll",2019,3500,22
"Olux-E","Clobetasol Propionate/Emoll",2020,4450,16
"Olux-E","Clobetasol Propionate/Emoll",2021,2850,12
"Olux-E","Clobetasol Propionate/Emoll",2022,1100,NA
"Olux-E","Clobetasol Propionate/Emoll",2023,1800,NA
"Olysio","Simeprevir Sodium",2012,NA,NA
"Olysio","Simeprevir Sodium",2013,1988,65
"Olysio","Simeprevir Sodium",2014,1035249,12646
"Olysio","Simeprevir Sodium",2015,136476,1743
"Olysio","Simeprevir Sodium",2016,34116.994,310
"Omeclamox-Pak","Omeprazole/Clarith/Amoxicillin",2012,11290,139
"Omeclamox-Pak","Omeprazole/Clarith/Amoxicillin",2013,61801,769
"Omeclamox-Pak","Omeprazole/Clarith/Amoxicillin",2014,55697,687
"Omeclamox-Pak","Omeprazole/Clarith/Amoxicillin",2015,37710,464
"Omeclamox-Pak","Omeprazole/Clarith/Amoxicillin",2016,29610,368
"Omeclamox-Pak","Omeprazole/Clarith/Amoxicillin",2017,6640,82
"Omeclamox-Pak","Omeprazole/Clarith/Amoxicillin",2018,22016,272
"Omeclamox-Pak","Omeprazole/Clarith/Amoxicillin",2019,19360,230
"Omeclamox-Pak","Omeprazole/Clarith/Amoxicillin",2020,14596,180
"Omega-3 Acid Ethyl Esters","Omega-3 Acid Ethyl Esters",2012,NA,NA
"Omega-3 Acid Ethyl Esters","Omega-3 Acid Ethyl Esters",2013,NA,NA
"Omega-3 Acid Ethyl Esters","Omega-3 Acid Ethyl Esters",2014,88129153,216422
"Omega-3 Acid Ethyl Esters","Omega-3 Acid Ethyl Esters",2015,230671161.42,338171
"Omega-3 Acid Ethyl Esters","Omega-3 Acid Ethyl Esters",2016,223707307.65,329697
"Omega-3 Acid Ethyl Esters","Omega-3 Acid Ethyl Esters",2017,208882907.43,321021
"Omega-3 Acid Ethyl Esters","Omega-3 Acid Ethyl Esters",2018,166871150.63,320434
"Omega-3 Acid Ethyl Esters","Omega-3 Acid Ethyl Esters",2019,159574923.69,288775
"Omega-3 Acid Ethyl Esters","Omega-3 Acid Ethyl Esters",2020,139404519,235007
"Omega-3 Acid Ethyl Esters","Omega-3 Acid Ethyl Esters",2021,150861235,224971
"Omega-3 Acid Ethyl Esters","Omega-3 Acid Ethyl Esters",2022,147480780,217072
"Omega-3 Acid Ethyl Esters","Omega-3 Acid Ethyl Esters",2023,153176093.13,223941
"Omegaven","Fatty Acid6/Fish Oil/Gly/P-Lip",2015,NA,NA
"Omegaven","Fatty Acid6/Fish Oil/Gly/P-Lip",2016,NA,NA
"Omegaven","Fatty Acid6/Fish Oil/Gly/P-Lip",2017,NA,NA
"Omegaven","Fatty Acid6/Fish Oil/Gly/P-Lip",2018,NA,NA
"Omegaven","Fatty Acid6/Fish Oil/Gly/P-Lip",2019,46100,NA
"Omegaven","Fatty Acid6/Fish Oil/Gly/P-Lip",2020,NA,NA
"Omegaven","Fatty Acid6/Fish Oil/Gly/P-Lip",2021,NA,NA
"Omegaven","Fatty Acid6/Fish Oil/Gly/P-Lip",2022,116600,NA
"Omeprazole","Omeprazole",2012,1532259844.1,5752997
"Omeprazole","Omeprazole",2013,1716418742.6,6364664
"Omeprazole","Omeprazole",2014,1765010020,6709127
"Omeprazole","Omeprazole",2015,1878227655.7,6943693
"Omeprazole","Omeprazole",2016,1914536042.5,7001474
"Omeprazole","Omeprazole",2017,1714301177.1,6859872
"Omeprazole","Omeprazole",2018,1748986565,6771462
"Omeprazole","Omeprazole",2019,1856647709.4,6827452
"Omeprazole","Omeprazole",2020,2012842580.8,7055870
"Omeprazole","Omeprazole",2021,2027468349.1,7145410
"Omeprazole","Omeprazole",2022,2053218928.2,7179076
"Omeprazole","Omeprazole",2023,2092067971.3,7298218
"Omeprazole-Sodium Bicarbonate","Omeprazole/Sodium Bicarbonate",2012,1339255,8697
"Omeprazole-Sodium Bicarbonate","Omeprazole/Sodium Bicarbonate",2013,2294999,12248
"Omeprazole-Sodium Bicarbonate","Omeprazole/Sodium Bicarbonate",2014,2442532,12594
"Omeprazole-Sodium Bicarbonate","Omeprazole/Sodium Bicarbonate",2015,129689,10033
"Omeprazole-Sodium Bicarbonate","Omeprazole/Sodium Bicarbonate",2016,1699084,10374
"Omeprazole-Sodium Bicarbonate","Omeprazole/Sodium Bicarbonate",2017,3722701,19062
"Omeprazole-Sodium Bicarbonate","Omeprazole/Sodium Bicarbonate",2018,3869134,22666
"Omeprazole-Sodium Bicarbonate","Omeprazole/Sodium Bicarbonate",2019,4140485,22528
"Omeprazole-Sodium Bicarbonate","Omeprazole/Sodium Bicarbonate",2020,4507868,21252
"Omeprazole-Sodium Bicarbonate","Omeprazole/Sodium Bicarbonate",2021,3969056,17305
"Omeprazole-Sodium Bicarbonate","Omeprazole/Sodium Bicarbonate",2022,3961164,15919
"Omeprazole-Sodium Bicarbonate","Omeprazole/Sodium Bicarbonate",2023,4092664,16212
"Omnaris","Ciclesonide",2012,294612,11775
"Omnaris","Ciclesonide",2013,315055.326,8612
"Omnaris","Ciclesonide",2014,295791,7048
"Omnaris","Ciclesonide",2015,232267.769,5142
"Omnaris","Ciclesonide",2016,NA,3006
"Omnaris","Ciclesonide",2017,NA,1836
"Omnaris","Ciclesonide",2018,6650,1340
"Omnaris","Ciclesonide",2019,66363,1086
"Omnaris","Ciclesonide",2020,65600,923
"Omnaris","Ciclesonide",2021,54612.5,830
"Omnaris","Ciclesonide",2022,49062.5,754
"Omnaris","Ciclesonide",2023,38412.5,610
"Omnipod","Insulin Pump Cartridge",2014,NA,NA
"Omnipod","Insulin Pump Cartridge",2015,765,NA
"Omnipod","Insulin Pump Cartridge",2016,1120,16
"Omnipod","Insulin Pump Cartridge",2017,1497,18
"Omnipod","Insulin Pump Cartridge",2018,217033,3146
"Omnipod","Insulin Pump Cartridge",2019,538894,5072
"Omnipod","Insulin Pump Cartridge",2020,454342,4176
"Omnipod","Subcutaneous Insulin Pump",2014,NA,NA
"Omnipod","Subcutaneous Insulin Pump",2015,NA,NA
"Omnipod","Subcutaneous Insulin Pump",2016,NA,NA
"Omnipod","Subcutaneous Insulin Pump",2017,NA,NA
"Omnipod","Subcutaneous Insulin Pump",2018,1669,1639
"Omnipod","Subcutaneous Insulin Pump",2019,1602,1545
"Omnipod","Subcutaneous Insulin Pump",2020,184,166
"Omnipod","Subcutaneous Insulin Pump",2021,177,171
